sample_id,subtype_1,subtype_2,subtype_3
BA2808R,0.344531979090002,0.3229484897135842,0.33251953119641386
BA2282R,0.2605346690789497,0.33248949901298075,0.4069758319080695
BA2482R,0.33630685454439974,0.25822085606949574,0.4054722893861046
BA2812R,0.3293638441306866,0.2763102888865357,0.3943258669827777
BA2822R,0.4042733172309607,0.24559850539960534,0.3501281773694341
BA2594R,0.2596659098711457,0.30365637590649497,0.43667771422235935
BA2747R,0.4468105944652682,0.24707883699098343,0.3061105685437483
BA2561R,0.4096373201946959,0.25255213619766886,0.3378105436076352
BA2567R,0.2537451115048305,0.4244059651053816,0.3218489233897879
BA2906R,0.43291815426022473,0.24113500782157576,0.3259468379181994
BA2956R,0.25230703602451704,0.45823254891280685,0.289460415062676
BA2474R,0.4039458471750008,0.2466317869347426,0.3494223658902566
BA2737R,0.3021943206533215,0.3396652138024969,0.3581404655441815
BA2110R,0.25898930304329926,0.3333733384598561,0.40763735849684446
BA2992R,0.2311604810678511,0.44124289838318703,0.3275966205489618
BA2220R,0.3465074680952544,0.2770331333536531,0.3764593985510925
BA2772R,0.40199670164839635,0.28593113633269857,0.3120721620189052
BA2935R,0.27996208254153876,0.34654861686373767,0.3734893005947237
BA2260R,0.2525386327898579,0.3199910952641961,0.42747027194594595
BA2676R,0.35130598073775127,0.2659949504518629,0.38269906881038596
BA2948R,0.2267462467552354,0.42194076669315844,0.3513129865516061
BA2524R,0.21479069076585902,0.45496372934678886,0.33024557988735204
BA2811R,0.3633387230011815,0.2652584094072661,0.37140286759155244
BA2540R,0.4002184015911523,0.27682377838012445,0.32295782002872336
BA2928R,0.3959452574381564,0.23609353024921934,0.3679612123126243
BA2302R,0.3227350061482397,0.3949734247279691,0.2822915691237911
BA2595R,0.2834181013867513,0.3841844555360799,0.33239744307716884
BA2792R,0.33435569137933,0.27459964718131247,0.3910446614393576
BA2651R,0.37996708026131104,0.3363864526156356,0.28364646712305336
BA2619R,0.3256385928771508,0.2809657789375589,0.3933956281852902
BA3013R,0.37080728296888765,0.26334517906275223,0.36584753796836017
BA2405R,0.3841530664225361,0.29582439788906467,0.3200225356883992
BA2735R,0.33534129734154283,0.37207095618125074,0.29258774647720637
BA2856R,0.2335053148126932,0.4778744617461748,0.288620223441132
BA2377R,0.2942502694650663,0.37631584465099266,0.3294338858839409
BA2499R,0.2676484945923699,0.41033249915047715,0.322019006257153
BA2463R,0.2974083941281446,0.366254267573547,0.33633733829830836
BA3023R,0.2928817347141175,0.3966073775308918,0.31051088775499064
BA2095R,0.39925969736981026,0.2526573137884137,0.3480829888417761
BA2901R,0.2228205329345735,0.42864070858270714,0.34853875848271937
BA2275R,0.3325956213758761,0.2677174248134762,0.39968695381064767
BA2387R,0.4519149561965545,0.23124374855776375,0.3168412952456818
BA2962R,0.39677162559461365,0.2512703618763051,0.35195801252908127
BA2195R,0.2119904091370578,0.4672786987019441,0.32073089216099804
BA2688R,0.23208199828696197,0.4681342840979553,0.2997837176150827
BA2787R,0.25038309610054654,0.3383669625840147,0.4112499413154388
BA2420R,0.3913712144317777,0.2409586088023455,0.3676701767658769
BA2756R,0.40016138436032267,0.30388818951202407,0.2959504261276533
BA2122R,0.2023716251226086,0.48355406137337964,0.3140743135040117
BA2053R,0.22074898519453637,0.46191320380479717,0.3173378110006665
BA2080R,0.37497010197147074,0.3324927675479296,0.2925371304805996
BA2081R,0.28286662567564,0.3080480224282355,0.4090853518961245
BA2354R,0.39464176406993673,0.2424281257531495,0.36293011017691384
BA3273R,0.316107031835084,0.4018904170340426,0.28200255113087347
BA2893R,0.4665543500881368,0.2413622452599201,0.2920834046519431
BA2044R,0.3463275711037587,0.24521367675215686,0.40845875214408445
BA2489R,0.23511626644752517,0.46982374889122225,0.29505998466125255
BA2309R,0.3449824729763092,0.28688471917775477,0.3681328078459361
BA2720R,0.32339469557667877,0.3564728296334995,0.32013247478982165
BA2908R,0.47197105305665593,0.2253637366592492,0.3026652102840948
BA2054R,0.304853848739,0.2744857124329815,0.4206604388280185
BA2872R,0.2871965612105493,0.2693416278641583,0.4434618109252923
BA2526R,0.37394236791577795,0.3231282528916474,0.30292937919257457
BA2041R,0.2836443983035163,0.4123399598126631,0.3040156418838206
BA2464R,0.4146057539386436,0.24115153480597526,0.3442427112553812
BA2902R,0.34138133916085484,0.37106358759816754,0.28755507324097757
BA2541R,0.4403582176784387,0.20990434964366178,0.34973743267789953
BA2143R,0.22152563131399555,0.43649920359736755,0.34197516508863696
BA2094R,0.3911072189140031,0.24054433573879205,0.3683484453472048
BA2769R,0.2676768862270254,0.3622429071847408,0.3700802065882339
BA2843R,0.40028158321385243,0.30837081224431856,0.2913476045418289
BA2592R,0.26363791041490314,0.42887962753047687,0.30748246205462004
BA2497R,0.29167057770478666,0.28353902016570925,0.42479040212950414
BA2718R,0.48852069849890467,0.21254119017700773,0.2989381113240876
BA2575R,0.2496273057302597,0.29172430948649036,0.45864838478324976
BA2096R,0.29218922945970255,0.34763502901659366,0.3601757415237037
BA2593R,0.43867334771978667,0.2440637576745925,0.31726289460562096
BA2791R,0.3519591069467358,0.3165996719448357,0.3314412211084286
BA2620R,0.2582004172951772,0.3083661023276118,0.433433480377211
BA2629R,0.45618352203374674,0.23449632458510286,0.30932015338115043
BA2870R,0.44393173962083915,0.22915856971896714,0.32690969066019376
BA2423R,0.22692317721631067,0.3922283117506314,0.380848511033058
BA2682R,0.3320864911674348,0.30435578638420285,0.36355772244836226
BA2276R,0.32076050369026954,0.2913313484504918,0.3879081478592387
BA2348R,0.20302890748062102,0.444191054456505,0.35278003806287406
BA2709R,0.2232769803261177,0.38386860107650134,0.39285441859738096
BA2789R,0.5098525436924042,0.20687221424602353,0.2832752420615724
BA2694R,0.2797442699562208,0.41445322631400383,0.3058025037297753
BA2538R,0.3444049259879773,0.3385581301467582,0.3170369438652645
BA2583R,0.32993504437342863,0.3245047138318658,0.34556024179470557
BA2415R,0.30812670888372273,0.2668774486134832,0.4249958425027941
BA2722R,0.3243228754433962,0.2855116347253789,0.3901654898312249
BA2806R,0.40722748448123747,0.27403727647743525,0.3187352390413274
BA2221R,0.23361423788105976,0.3705107155834289,0.39587504653551137
BA3025R,0.4973093947122296,0.20523351333702647,0.2974570919507438
BA2514R,0.25640280290046197,0.44064534872397365,0.30295184837556444
BA2520R,0.3878358236581926,0.2920233970466307,0.3201407792951768
BA2441R,0.3879617636877852,0.25748674018303624,0.3545514961291787
BA2153R,0.4489573828196573,0.23309110229284505,0.3179515148874977
BA2479R,0.33674795827227927,0.3639488711543343,0.2993031705733864
BA2281R,0.3999887562467179,0.25189007498180527,0.3481211687714768
BA2657R,0.24562650057281976,0.30838236283536385,0.4459911365918163
BA2932R,0.5085357964554961,0.19738055583733238,0.29408364770717155
BA2123R,0.354317179559869,0.3261971084242526,0.31948571201587833
BA2844R,0.37664475947843645,0.3048597595148737,0.31849548100668984
BA2660R,0.3332476430168074,0.24803298465658496,0.4187193723266075
BA2836R,0.3317642310928558,0.3552888804324393,0.3129468884747049
BA3027R,0.21153430463491094,0.4613860494199407,0.32707964594514827
BA2714R,0.3342263629728273,0.253099911016777,0.41267372601039565
BA2139R,0.2689827351550805,0.28111957145415495,0.4498976933907645
BA2251R,0.48091890692423594,0.21694891547472292,0.30213217760104116
BA2952R,0.36786498517180805,0.246265629358134,0.38586938547005806
BA2440R,0.22967204909780914,0.42251473246486665,0.34781321843732416
BA2036R,0.46631202891352597,0.23238964999543954,0.3012983210910345
BA2828R,0.23673034541930313,0.3627562491596539,0.40051340542104313
BA2292R,0.3285543291685651,0.32533694359829257,0.3461087272331424
BA2410R,0.3924094538751643,0.31125988465648746,0.2963306614683483
BA2051R,0.19790587313083147,0.5023080235290373,0.29978610334013134
BA2532R,0.31895334408173254,0.367451175337145,0.31359548058112247
BA2986R,0.4367110868317499,0.23743712565533284,0.3258517875129171
BA2494R,0.24304031355039243,0.4687132457619647,0.28824644068764277
BA2515R,0.24542719065123678,0.4448026572442972,0.30977015210446607
BA2748R,0.46065407948595904,0.2229375010400288,0.31640841947401216
BA2970R,0.24180274513175817,0.431898264136292,0.32629899073194973
BA2622R,0.28171618211103094,0.3067822344262295,0.4115015834627395
BA2839R,0.3060432886115701,0.3898045862797895,0.30415212510864037
BA2052R,0.2514182896135335,0.4442201455571265,0.30436156482933996
BA3011R,0.290451257860485,0.39766217722076674,0.31188656491874817
BA2868R,0.47596653301665365,0.21103718239810193,0.3129962845852444
BA2510R,0.3917166105972784,0.27404233202707656,0.3342410573756451
BA2065R,0.42138087061465646,0.23360208826963022,0.34501704111571335
BA2691R,0.25374207845475333,0.3194750682171712,0.4267828533280755
BA2374R,0.38243243854888165,0.26248781139439553,0.3550797500567229
BA2804R,0.28744652072502497,0.3319269454398744,0.38062653383510076
BA2670R,0.2116013438772181,0.45364605835874355,0.3347525977640383
BA2675R,0.45133022096407793,0.21595817082087182,0.33271160821505036
BA2589R,0.21916132709114858,0.5017345246279794,0.27910414828087193
BA2031R,0.4029080490706008,0.22955810289595432,0.36753384803344497
BA2198R,0.40781197636347233,0.23047979041084565,0.36170823322568213
BA2066R,0.3740064606027784,0.24014962902942003,0.38584391036780147
BA2344R,0.372374127982535,0.26065646663603287,0.36696940538143225
BA2459R,0.2428373932309143,0.45310252456505307,0.3040600822040326
BA2229R,0.24763972540936244,0.4610049333105913,0.2913553412800463
BA2559R,0.21080479189170803,0.4840905106711362,0.30510469743715574
BA2093R,0.39837670625549615,0.2676061989935664,0.33401709475093744
BA2000R,0.42285162270643456,0.22209580090566258,0.3550525763879029
BA2425R,0.3300917477603149,0.3150030164695973,0.35490523577008776
BA2905R,0.28344260196264454,0.4295776623894779,0.2869797356478775
BA2304R,0.2668537019024902,0.2760534901478508,0.45709280794965906
BA2976R,0.276532417887078,0.29820476683607666,0.4252628152768454
BA2386R,0.3440057724618216,0.3679681967120536,0.2880260308261247
BA2035R,0.48862310918963575,0.22724057215010635,0.2841363186602579
BA2760R,0.20349392832125124,0.4548382240558884,0.3416678476228605
BA2201R,0.34415767163818883,0.2497428391324152,0.406099489229396
BA2355R,0.2540185994844204,0.47562225229242205,0.2703591482231576
BA2113R,0.37260738221294604,0.25255757998201644,0.3748350378050375
BA2155R,0.4024239965745088,0.3093284414702896,0.2882475619552017
BA2955R,0.2753005681198875,0.2944558858833051,0.4302435459968074
BA2502R,0.27953571455196496,0.3058866163980155,0.41457766905001947
BA2322R,0.2484782323284117,0.37992725375642156,0.37159451391516674
BA2376R,0.3052411837023163,0.2565001793855875,0.4382586369120962
BA2020R,0.4504422209016888,0.23078608675742862,0.3187716923408825
BA2226R,0.3334357580612807,0.24977102614843658,0.4167932157902828
BA2200R,0.4478129694357812,0.23157511351109847,0.3206119170531204
BA2121R,0.32642779391470417,0.28175573642226676,0.391816469663029
BA2944R,0.4399215740982071,0.2295644521630424,0.3305139737387505
BA2033R,0.19278554838902554,0.48686632287262893,0.3203481287383455
BA2867R,0.24118034059683066,0.46149774077582956,0.2973219186273397
BA2089R,0.28568259557455733,0.2945907290639956,0.4197266753614472
BA2224R,0.3437939041908718,0.28202964011241843,0.37417645569670965
BA2046R,0.34304405355264933,0.3730287412289476,0.2839272052184031
BA2972R,0.4273348979283883,0.2646728169377536,0.3079922851338581
BA2978R,0.25498149156525035,0.3004720274025801,0.4445464810321696
BA2829R,0.3501721159047931,0.27277933680934824,0.3770485472858586
BA2851R,0.4460165129015212,0.22565489052189178,0.328328596576587
BA2587R,0.2803751020453714,0.2948892665846001,0.4247356313700286
BA2461R,0.23235145300957755,0.3448358188551169,0.42281272813530557
BA2695R,0.21220484702707781,0.4822676867085908,0.3055274662643314
BA2623R,0.33347821624918916,0.291319843057193,0.3752019406936179
BA2024R,0.2713094624858542,0.3324905221755044,0.39620001533864135
BA2426R,0.23685350781178205,0.3942461413943465,0.3689003507938714
BA2271R,0.33042612990843556,0.27896327830458567,0.3906105917869788
BA3004R,0.44839711428738943,0.24368295077941332,0.3079199349331972
BA2579R,0.34756088452900447,0.28402689488006777,0.3684122205909278
BA3010R,0.29947714135109044,0.2848792562778247,0.415643602371085
BA2662R,0.2927160489349889,0.2750012511630942,0.4322826999019168
BA2674R,0.44166482150865954,0.2434764027026857,0.3148587757886546
BA2280R,0.41818913076074493,0.24700675787089946,0.33480411136835564
BA2512R,0.28217901345554663,0.2695848660915928,0.44823612045286054
BA2658R,0.33168913627163493,0.2832394006247147,0.3850714631036503
BA2394R,0.33975676188780135,0.2864935943249313,0.3737496437872674
BA2950R,0.3134033044999719,0.32039413205252476,0.36620256344750335
BA2981R,0.24306389685571345,0.45805902485084865,0.29887707829343785
BA2934R,0.24745157386821168,0.40829233576861407,0.34425609036317417
BA2539R,0.24505645828237183,0.3220912949020449,0.43285224681558326
BA2249R,0.36720793892186104,0.24877360153279618,0.38401845954534286
BA2034R,0.4703358544014065,0.22585050256675643,0.303813643031837
BA2109R,0.21856072247391334,0.4299738303277684,0.3514654471983183
BA2242R,0.4556710071604706,0.26448511225535637,0.27984388058417303
BA2277R,0.4383114052129734,0.23206807905165275,0.32962051573537376
BA2727R,0.4319621470810916,0.25018515008705383,0.31785270283185457
BA2132R,0.32447688784820267,0.3786145144648253,0.296908597686972
BA2618R,0.3370596317118631,0.25828963325918425,0.4046507350289526
BA2521R,0.34544455075290204,0.24333628741097937,0.4112191618361186
BA2846R,0.44402279625633584,0.24860164031709853,0.3073755634265656
BA2885R,0.2662018693068717,0.2898473173145839,0.44395081337854436
BA2639R,0.3585649470480995,0.2613667508590283,0.3800683020928723
BA2775R,0.4218044116182227,0.23786759006566538,0.3403279983161118
BA2402R,0.31995136125510465,0.3207709712031776,0.35927766754171775
BA2097R,0.30901476084666946,0.36145885222721064,0.32952638692611996
BA2786R,0.33646280425799396,0.2763328151009626,0.3872043806410435
BA2399R,0.4676969133746192,0.23033854023505118,0.30196454639032966
BA2850R,0.42749575418034097,0.26800051933596514,0.30450372648369395
BA2174R,0.2549195545763999,0.3000157947543772,0.44506465066922296
BA2004R,0.28861721734204765,0.32230044575450667,0.3890823369034457
BA3001R,0.5174337165012219,0.20921872786826032,0.2733475556305177
BA2311R,0.257660204047725,0.30401942018271777,0.4383203757695573
BA2483R,0.3913088011429873,0.2372294538510418,0.37146174500597096
BA3040R,0.33305470246545144,0.29960143833950514,0.3673438591950435
BA2837R,0.2983887753035384,0.33693689580670205,0.3646743288897596
BA2724R,0.2277712280248229,0.4001675546895122,0.37206121728566494
BA2911R,0.5031003900292333,0.20767396336148405,0.2892256466092826
BA2256R,0.42461559523991643,0.2682402214805125,0.30714418327957094
BA2821R,0.39593827031162077,0.24452508101208623,0.359536648676293
BA2233R,0.4650673290692097,0.26683500829062595,0.2680976626401643
BA2744R,0.4997224318711989,0.20633069071595678,0.2939468774128443
BA2880R,0.24796842624431228,0.33163782566925515,0.42039374808643265
BA2621R,0.2557060955999071,0.34592094194128653,0.3983729624588063
BA3002R,0.3753428054666682,0.2437359115381964,0.38092128299513545
BA2501R,0.39281346064492895,0.24615290972366027,0.3610336296314106
BA2993R,0.4070993277518539,0.26800693354233435,0.3248937387058117
BA2301R,0.22595906874374597,0.441927485336174,0.33211344592008
BA2852R,0.26000692604895803,0.4363486079170792,0.3036444660339627
BA2133R,0.249226192990147,0.4505279884447469,0.30024581856510607
BA2866R,0.3355082121422003,0.31601915414631926,0.3484726337114805
BA2212R,0.26996484041673496,0.40710783514697185,0.3229273244362932
BA2685R,0.2790360811739785,0.40550715851745506,0.3154567603085665
BA2273R,0.26810401712429965,0.4231143733775919,0.3087816094981085
BA2477R,0.427090134577756,0.22347644844323913,0.34943341697900476
BA2659R,0.2511289316771581,0.3158650967973999,0.43300597152544207
BA2124R,0.495788748430885,0.22607695830888358,0.27813429326023137
BA2363R,0.2743975066169051,0.2977679729533656,0.4278345204297293
BA2369R,0.2296248735007258,0.44738424353538575,0.3229908829638885
BA2534R,0.46235040998118093,0.22559473212336004,0.3120548578954589
BA2400R,0.47951653634136227,0.220115991419676,0.30036747223896165
BA2762R,0.35540632665860417,0.33068002080608727,0.3139136525353086
BA2312R,0.36227292313939174,0.2935393034362569,0.3441877734243514
BA2813R,0.42343951971010874,0.2721562634186365,0.3044042168712548
BA2211R,0.454148129308824,0.2426451406519577,0.30320673003921833
BA2171R,0.44752573574031757,0.24360251184727338,0.30887175241240905
BA2746R,0.24725053485822943,0.31775864332375264,0.43499082181801785
BA2798R,0.2699737772350029,0.4276202416718283,0.3024059810931687
BA2809R,0.4514470372516051,0.2359714173623495,0.31258154538604543
BA2288R,0.2620597876072505,0.43941401251980056,0.2985261998729491
BA2801R,0.2406056408615905,0.3869343558502042,0.3724600032882052
BA3030R,0.3167911515664511,0.26373314803166703,0.41947570040188187
BA2588R,0.40138148325051654,0.26948901231954436,0.32912950442993916
BA2296R,0.40919686480171347,0.23776620438567336,0.3530369308126131
BA2300R,0.3747090331309054,0.2519656036785091,0.3733253631905854
BA2903R,0.21050288676987258,0.4402450123795849,0.3492521008505424
BA2473R,0.3753235873910769,0.32027449850747025,0.30440191410145284
BA2545R,0.3206274216684723,0.2614731969208166,0.4178993814107111
BA2840R,0.31885301283393575,0.34342868382153724,0.337718303344527
BA2528R,0.3776605918101504,0.26421235370512197,0.35812705448472754
BA2646R,0.4164177097235421,0.24200907928502616,0.3415732109914318
BA3407R,0.20583626531683744,0.48600323871302487,0.3081604959701376
BA2240R,0.43880877257938916,0.22489357039967384,0.336297657020937
BA2926R,0.428258552520765,0.2334610496411763,0.3382803978380587
BA2272R,0.3388228029194202,0.2554373735055097,0.4057398235750701
BA2306R,0.35044208372726754,0.26968574299205467,0.37987217328067774
BA2765R,0.2733625070713589,0.2992379137659389,0.4273995791627023
BA2904R,0.3098688539947181,0.299664768410822,0.39046637759445996
BA2883R,0.2525659712279724,0.46941101578660205,0.27802301298542537
BA2726R,0.26396308932338836,0.3007876013689632,0.43524930930764844
BA2234R,0.31101251127524593,0.2573286289135591,0.431658859811195
BA2022R,0.38980791566302997,0.2561280751030828,0.3540640092338872
BA2228R,0.21527410829231858,0.46941497800808285,0.31531091369959857
BA2037R,0.3611589895260445,0.2635684074303838,0.37527260304357163
BA2184R,0.4942658172309852,0.21199623138748377,0.293737951381531
BA3009R,0.3341098537122944,0.306970514054058,0.35891963223364753
BA2842R,0.19031087807283553,0.4850415051187832,0.32464761680838145
BA2442R,0.4032664118073555,0.23746390143808627,0.3592696867545582
BA2882R,0.23214038242491258,0.3277965990650692,0.44006301851001817
BA2758R,0.25364652634174106,0.3660720007822051,0.3802814728760538
BA2705R,0.24976914640702844,0.4416467170332696,0.30858413655970207
BA2663R,0.2133002496222342,0.396789268214309,0.3899104821634568
BA2570R,0.31876270950579216,0.33801833170790546,0.3432189587863024
BA2764R,0.2511396673837263,0.4051620337283278,0.3436982988879459
BA2209R,0.28651109988518436,0.42830023758940616,0.2851886625254096
BA2989R,0.2515317113132079,0.4613207668598095,0.2871475218269826
BA2855R,0.19543773308055457,0.4845100816307959,0.32005218528864965
BA2261R,0.21067517467520078,0.44194538507572906,0.34737944024907025
BA2721R,0.28996106486484596,0.2746996338346059,0.4353393013005481
BA2930R,0.2616058933692294,0.30859911003429674,0.42979499659647386
