,feature,mean,scale
415,DoRothEA::KAT7,4.236737525215353,0.3452436124852644
416,DoRothEA::KDM2A,4.475217899618441,0.35863652643236243
417,DoRothEA::KDM5B,4.1719095999538185,0.6291583611413691
418,DoRothEA::KLF1,4.861375752592632,0.45636216552309405
419,DoRothEA::KLF10,-4.339266339548577,0.37196324638185274
420,DoRothEA::KLF11,4.407398722517777,0.35781112839500495
421,DoRothEA::KLF12,-4.061972706950977,0.3525964067402952
422,DoRothEA::KLF13,-4.84405299313052,0.37981169371170026
423,DoRothEA::KLF14,4.398282506846897,0.2741908420519589
424,DoRothEA::KLF15,4.019236368159891,0.3705519507998574
425,DoRothEA::KLF16,4.744058703117271,0.26513032028743355
426,DoRothEA::KLF2,-1.9120412168792935,1.2732879979161575
427,DoRothEA::KLF3,4.4107570447217155,0.7092222687329512
428,DoRothEA::KLF4,0.6140709846254497,0.6888903935697923
429,DoRothEA::KLF5,5.124017944763774,0.7833051896098989
430,DoRothEA::KLF6,4.829516683022571,0.7106892990439995
431,DoRothEA::KLF7,4.071941924723038,0.5821063541403259
432,DoRothEA::KLF8,4.007053638302974,0.33213133381421917
433,DoRothEA::KLF9,4.346368989205103,0.526455139431669
434,DoRothEA::KMT2A,2.0335255152109912,1.5969914491788453
435,DoRothEA::KMT2B,5.151058592622525,0.3319445882372602
436,DoRothEA::L3MBTL1,4.06385962773555,0.4084507110883654
437,DoRothEA::LBX1,4.344843429387099,0.3152908366371278
438,DoRothEA::LBX2,4.3994370314804065,0.30694808244789107
439,DoRothEA::LEF1,4.864990887424646,0.7739674390700022
440,DoRothEA::LHX1,0.0,1.0
441,DoRothEA::LHX2,1.4615112855740922,1.791687084153298
442,DoRothEA::LHX3,4.326526975126909,0.3019218471655965
443,DoRothEA::LHX4,4.045222244030095,0.3444509187069383
444,DoRothEA::LHX6,3.9633906640875396,0.4401390509267284
445,DoRothEA::LHX8,4.484604038421506,0.3524096467069135
446,DoRothEA::LHX9,4.339652709628176,0.29985803086988005
447,DoRothEA::LIN54,4.30255625867145,0.30911051775484644
448,DoRothEA::LMX1A,4.6397644749754665,0.30955961995455583
449,DoRothEA::LMX1B,4.328478074479624,0.3549019744519749
450,DoRothEA::LYL1,3.650002230350611,0.5484950895036802
451,DoRothEA::MAF,3.951520245765243,0.5580824225743313
452,DoRothEA::MAFA,4.6929857703631015,0.557829110507517
453,DoRothEA::MAFB,3.5771439319594376,0.5820519624319346
454,DoRothEA::MAFF,3.79441609421001,0.6060522839574899
455,DoRothEA::MAFG,4.003600678026586,0.5106564935891355
456,DoRothEA::MAFK,3.9568120524842803,0.626696164920557
457,DoRothEA::MAX,4.241643005124851,0.4358822343209764
458,DoRothEA::MAZ,4.744995093228655,0.3601566145533659
459,DoRothEA::MBD1,-4.7170372447310625,0.3415855340682282
460,DoRothEA::MBD2,4.441281368288237,0.8817317134395971
461,DoRothEA::MBD3,4.319165805448688,0.5426393926975736
462,DoRothEA::MBD4,5.083588251787467,0.7388091807395345
463,DoRothEA::MECOM,4.019684936211973,0.33742926468065165
464,DoRothEA::MECP2,1.9192149165848873,3.356892368081888
465,DoRothEA::MEF2A,3.9303056785932156,0.5630656189942114
466,DoRothEA::MEF2B,3.959102274181849,0.5528323031622321
467,DoRothEA::MEF2C,3.7504926398429834,0.5933218007391496
468,DoRothEA::MEF2D,4.359837551084448,0.33741715167772085
469,DoRothEA::MEIS1,3.373611020244975,0.7791201279503941
470,DoRothEA::MEIS2,3.9073127716248424,0.5166521274606619
471,DoRothEA::MEIS3,4.073712722309386,0.5905279187163646
472,DoRothEA::MEOX1,4.200881709066204,0.3633326827560308
473,DoRothEA::MEOX2,3.9156802715616403,0.43788319921030744
474,DoRothEA::MESP1,5.189678652519029,0.3139540794265715
475,DoRothEA::MGA,4.076782441427864,0.35976684961016603
476,DoRothEA::MITF,4.006127856441889,0.5925475859715857
477,DoRothEA::MIXL1,4.397941832456063,0.3110562748022005
478,DoRothEA::MKX,3.781201870345783,0.9370829299317547
479,DoRothEA::MLX,5.197401860477308,0.247562992261373
480,DoRothEA::MLXIP,4.389030602231078,0.33378976868870325
481,DoRothEA::MLXIPL,-4.3623791952895,0.3135944048052548
482,DoRothEA::MNT,-4.682587095191364,0.41966284227050105
483,DoRothEA::MNX1,4.180590284592737,0.2914191203243835
484,DoRothEA::MSC,-3.690507850834152,1.3225549610738427
485,DoRothEA::MSX1,-4.283885832785636,0.4492820418687608
486,DoRothEA::MSX2,4.272271944171846,0.3252347020102856
487,DoRothEA::MTF1,4.545743003848189,0.2952707005247736
488,DoRothEA::MXD1,-4.19727343664813,0.33497884349324836
489,DoRothEA::MXD3,-4.676045246695759,0.31210465730940773
490,DoRothEA::MXD4,4.49700844912458,0.3205542122237835
491,DoRothEA::MXI1,-4.726110229175085,0.3645747327054125
492,DoRothEA::MYB,5.774425907752698,0.6347374869090145
493,DoRothEA::MYBL1,4.0813330126800285,0.33432859600199655
494,DoRothEA::MYBL2,4.736877743918186,0.52098195736451
495,DoRothEA::MYC,5.316938075219479,0.2282835768830627
496,DoRothEA::MYCL,3.5531745795404555,0.6534801794631981
497,DoRothEA::MYCN,5.1210181550539735,0.4715874132499215
498,DoRothEA::MYF6,4.425434458597233,0.31800697785265
499,DoRothEA::MYNN,4.884963092545975,0.31609349990332614
500,DoRothEA::MYOD1,3.6415784705971164,0.6123870557762403
501,DoRothEA::MYOG,4.502604290927468,0.30243523629022956
502,DoRothEA::MYRF,3.5737127903173045,0.8197821850691253
503,DoRothEA::MYT1,2.732353287536801,0.9165604715212933
504,DoRothEA::MYT1L,-3.6203264638534507,0.6512293616298565
505,DoRothEA::MZF1,4.244244045907219,0.3310054233713301
506,DoRothEA::NANOG,1.9240417776531615,0.6798334980894278
507,DoRothEA::NCOA1,4.2955912659470075,0.42945630153558473
508,DoRothEA::NCOA2,4.089321638861629,0.48983977600175305
509,DoRothEA::NCOA3,3.8477148464881537,0.42987082374527974
510,DoRothEA::NEUROD1,5.212741716902659,0.435872885917414
511,DoRothEA::NEUROD2,4.230931163318632,0.2876717808336181
512,DoRothEA::NEUROD6,0.0,1.0
513,DoRothEA::NEUROG1,4.212299583770431,0.3022801413931404
514,DoRothEA::NEUROG2,4.161855233325438,0.3063210851041035
515,DoRothEA::NFAT5,4.664176984052234,0.30545481878900266
516,DoRothEA::NFATC1,4.533599934576381,0.5828868923470293
517,DoRothEA::NFATC2,7.672610402355249,0.7988147846567422
518,DoRothEA::NFATC3,4.347510330044936,0.31834675391314987
519,DoRothEA::NFATC4,4.0769331786956915,0.44958687622187915
520,DoRothEA::NFE2,3.9229836236506377,0.4422449277583011
521,DoRothEA::NFE2L1,4.120299313052013,0.6369229557257619
522,DoRothEA::NFE2L2,5.676415112855741,0.8738490231259162
523,DoRothEA::NFE2L3,4.213273072047759,0.3899599591484992
524,DoRothEA::NFIA,4.258401619234544,0.7220192256565556
525,DoRothEA::NFIB,3.489321291684411,0.5696082488292624
526,DoRothEA::NFIC,4.804357212953876,0.387396179495525
527,DoRothEA::NFIL3,2.7428066732090284,1.887014384162321
528,DoRothEA::NFIX,4.351219827235101,0.4918569569802437
529,DoRothEA::NFKB1,3.8939548577036307,0.7292108441712476
530,DoRothEA::NFKB2,-2.5202104459709957,0.73641938987657
531,DoRothEA::NFX1,4.770292994743706,0.31503653845518087
532,DoRothEA::NFXL1,4.2005440575258435,0.33345522571594605
533,DoRothEA::NFYA,5.456028786391887,0.6537516038372564
534,DoRothEA::NFYB,4.908708818169074,0.32867389584612383
535,DoRothEA::NFYC,4.4208972381887,0.8093436670358736
536,DoRothEA::NHLH1,4.331239610059472,0.3037281189622377
537,DoRothEA::NHLH2,4.086643768400393,0.7934034747412415
538,DoRothEA::NKX2-1,4.544274712662797,0.28161854353094057
539,DoRothEA::NKX2-2,4.5029048086359165,1.2387249299885388
540,DoRothEA::NKX2-3,4.249643611013387,0.318238142004916
541,DoRothEA::NKX2-5,4.36362055236226,0.30910076833593236
542,DoRothEA::NKX2-8,4.3362743352493105,0.3086230169587337
543,DoRothEA::NKX3-1,-4.739129865881584,1.347183489228772
544,DoRothEA::NKX3-2,4.3193428413444055,0.3232775060084348
545,DoRothEA::NKX6-1,4.236378030027895,0.3072977074982195
546,DoRothEA::NKX6-2,-4.337142389831301,0.314761703089338
547,DoRothEA::NME2,3.344019331623877,0.4976304091032496
548,DoRothEA::NOBOX,4.184448691642018,0.30132124080525835
549,DoRothEA::NOTO,4.440364205103043,0.3162059241192626
550,DoRothEA::NPAS1,4.135839719487049,0.5466269023347835
551,DoRothEA::NPAS2,4.448954957165212,0.2894545630662203
552,DoRothEA::NPAS3,3.110614737890528,0.766136370118502
553,DoRothEA::NPAS4,4.288675287190441,0.8133219341452778
554,DoRothEA::NR0B1,0.0,1.0
555,DoRothEA::NR1D1,4.1648374747717885,0.33414872098326787
556,DoRothEA::NR1D2,3.8151133230524787,0.3379911966143024
557,DoRothEA::NR1H2,5.651142296368989,0.5274852465666341
558,DoRothEA::NR1H3,4.553942240291603,0.776314668900651
559,DoRothEA::NR1H4,3.4884862610402356,0.5641739969893635
560,DoRothEA::NR1I2,4.195379150310761,0.3354390648224198
561,DoRothEA::NR1I3,4.3970370986962015,0.28094732738576556
562,DoRothEA::NR2C1,-4.227451590511979,0.3254564391316509
563,DoRothEA::NR2C2,5.320137263782995,0.27288953012585143
564,DoRothEA::NR2E1,4.126782083803952,0.3302900228643285
565,DoRothEA::NR2E3,4.364432450114491,0.30754033863253216
566,DoRothEA::NR2F1,4.032832842656199,0.5585473786142268
567,DoRothEA::NR2F2,2.252492639842983,1.048520743454869
568,DoRothEA::NR2F6,-3.8658757520160427,0.4829095905755773
569,DoRothEA::NR3C1,-4.210345927379784,1.1543505928773754
570,DoRothEA::NR3C2,3.8901159013231363,0.36986122166246965
571,DoRothEA::NR4A1,3.6518289990186457,0.4457742908576198
572,DoRothEA::NR4A2,4.2308262902805875,0.2968344139789547
573,DoRothEA::NR4A3,3.7846736997055936,0.5090879286785902
574,DoRothEA::NR5A1,0.0,1.0
575,DoRothEA::NR5A2,3.969627739614001,0.726261161559966
576,DoRothEA::NR6A1,4.095692762176187,0.3163802357968004
577,DoRothEA::NRF1,4.7083718178144665,0.3406642226934847
578,DoRothEA::NRL,4.77856120379457,0.2630942177146237
579,DoRothEA::OLIG1,4.084943465460597,0.31258473423513855
580,DoRothEA::OLIG2,4.142310388335903,0.28884707398413656
581,DoRothEA::OLIG3,4.11579622966113,0.30919314816468074
582,DoRothEA::ONECUT1,3.8508672072723513,0.6285067533975661
583,DoRothEA::ONECUT2,4.23222932647053,0.3193003191983352
584,DoRothEA::ONECUT3,4.288875976020822,0.32070007919379
585,DoRothEA::OSR1,3.6654997239941123,1.325932670773172
586,DoRothEA::OSR2,3.824451316460126,0.6383254483264276
587,DoRothEA::OTX1,4.349359889374609,0.30208854307333577
588,DoRothEA::OTX2,3.48098233562316,0.6894614485170352
589,DoRothEA::OVOL1,4.126229777092387,0.36188653059151143
590,DoRothEA::OVOL2,-3.436433733097129,1.2409204527645492
591,DoRothEA::PA2G4,-4.7875466143277725,0.9876288087744881
592,DoRothEA::PATZ1,-3.9159490919640008,0.34533643972214645
593,DoRothEA::PAX1,4.4282674379104705,0.2912926502342167
594,DoRothEA::PAX2,4.5844958343769635,0.27922663623359884
595,DoRothEA::PAX3,3.807788027477919,1.0616111675485165
596,DoRothEA::PAX4,4.484604038421506,0.3524096467069135
597,DoRothEA::PAX5,3.8000524411187437,0.489782176866626
598,DoRothEA::PAX6,2.1934371933267913,1.8644251068041382
599,DoRothEA::PAX7,4.230337062479554,0.2985052150756763
600,DoRothEA::PAX8,-0.08897939156035328,0.9754458674881091
601,DoRothEA::PAX9,4.442437335485587,0.29227258271230694
602,DoRothEA::PBX1,4.172774378564659,0.37336889342695184
603,DoRothEA::PBX2,3.80608526236795,0.4578201507919637
604,DoRothEA::PBX3,4.253703794569839,0.5823289466536749
605,DoRothEA::PBX4,3.601186278883041,0.434675240044184
606,DoRothEA::PCGF2,3.034137699498993,0.5837630324566463
607,DoRothEA::PDX1,3.3427536800785083,0.4945238628876851
608,DoRothEA::PEG3,3.4919172358845305,0.6081813566906721
609,DoRothEA::PGR,5.416614327772327,0.8573462983342265
610,DoRothEA::PHOX2A,4.189206124104443,0.33454683360018983
611,DoRothEA::PHOX2B,4.19127417103208,0.3412863840083507
612,DoRothEA::PIN1,4.891541707556428,0.5248256376443342
613,DoRothEA::PITX1,-3.2228622832842655,1.1284824733836278
614,DoRothEA::PITX2,3.6892198233562317,1.8162833846689515
615,DoRothEA::PITX3,4.379260778869815,0.28807935651674466
616,DoRothEA::PKNOX1,3.6625388452731436,0.4255641588507163
617,DoRothEA::PKNOX2,3.9751489750299855,0.4184593552846409
618,DoRothEA::PLAG1,4.20359603951047,0.30909791497252237
619,DoRothEA::PLAGL1,3.828521731545088,0.5480278115420388
620,DoRothEA::PLAGL2,4.263295018949355,0.3115241599567881
621,DoRothEA::POU1F1,1.907281648675172,2.266464429669836
622,DoRothEA::POU2AF1,6.13846908734053,1.1893735256385785
623,DoRothEA::POU2F1,3.9812561334641803,0.8303753896277309
624,DoRothEA::POU2F2,2.6220628066732092,1.5615476520608944
625,DoRothEA::POU2F3,3.924711307083227,0.3198449633056711
626,DoRothEA::POU3F1,4.1204021628278396,0.3078599020550724
627,DoRothEA::POU3F2,2.9061678115799805,1.4373407358304247
628,DoRothEA::POU3F3,4.246699128326502,0.33160538419581276
629,DoRothEA::POU3F4,4.11481048647133,0.320282786180738
630,DoRothEA::POU4F1,4.396888022598257,0.30250048603727153
631,DoRothEA::POU4F2,3.4984867517173694,0.7120583017522901
632,DoRothEA::POU4F3,4.3353492569746255,0.3092283023445508
633,DoRothEA::POU5F1,3.2021708233223913,0.6428003728286712
634,DoRothEA::POU5F1B,4.11481048647133,0.320282786180738
635,DoRothEA::POU6F1,4.531572627955285,0.3420844291263866
636,DoRothEA::POU6F2,4.169547829337819,0.32097680594991396
637,DoRothEA::PPARA,1.2701481844946025,0.5398184158623733
638,DoRothEA::PPARD,5.3252428851815505,0.4205668485835458
639,DoRothEA::PPARG,3.4269359938937956,0.5197387602070654
640,DoRothEA::PRDM1,3.04005934856769,0.7740203935267574
641,DoRothEA::PRDM10,4.224128049472091,0.37139946912129385
642,DoRothEA::PRDM14,3.9410815341838403,0.5115254100184419
643,DoRothEA::PRDM15,4.86672478854152,0.36133038823954605
644,DoRothEA::PRDM16,3.7198299278003644,0.8984983281343998
645,DoRothEA::PRDM2,4.243287536800785,0.38427372046451747
646,DoRothEA::PRDM4,4.954585374321556,0.3025229628548594
647,DoRothEA::PRDM5,-3.5321801073717025,0.47231887680351886
648,DoRothEA::PRDM6,4.298675209050847,0.37358334253680997
649,DoRothEA::PRDM8,3.350380509450868,0.8339938770225132
650,DoRothEA::PROP1,4.272360631865523,0.328462934285485
651,DoRothEA::PROX1,4.817533232224107,0.5772395775686954
652,DoRothEA::PROX2,3.735734414544704,0.44886184611916946
653,DoRothEA::PRRX1,3.9625353197386146,0.545066765170519
654,DoRothEA::PRRX2,4.396248663454074,0.4374020606549928
655,DoRothEA::PTF1A,4.606510740377276,0.271466359051196
656,DoRothEA::PURA,3.7288598793466767,0.3844653105613633
657,DoRothEA::PURB,4.1761194415117515,0.3661074495355244
658,DoRothEA::PURG,3.3104417402682365,0.5888428700374306
659,DoRothEA::RARA,3.534610525024534,0.8831413918441732
660,DoRothEA::RARB,4.856447497546615,0.4451273649254076
661,DoRothEA::RARG,4.618355365698782,0.5613519582645069
662,DoRothEA::RAX,4.216677898258217,0.3103031894239584
663,DoRothEA::RAX2,4.339652709628176,0.29985803086988005
664,DoRothEA::RBAK,3.8693127136137524,0.3909230218849596
665,DoRothEA::RBPJ,3.560175662414131,0.5162229472926492
666,DoRothEA::RBPJL,0.0,1.0
667,DoRothEA::REL,4.097353147343333,1.5674030068414244
668,DoRothEA::RELA,3.1572055937193326,0.6605643339160046
669,DoRothEA::RELB,4.711819430814524,1.2068167060889803
670,DoRothEA::REST,0.0,1.0
671,DoRothEA::RFX1,2.9730698215389086,0.4432267231013141
672,DoRothEA::RFX2,3.7869010234123093,0.47578510350626313
673,DoRothEA::RFX3,-3.9324665772971494,0.36952116310596134
674,DoRothEA::RFX4,4.513610303319499,0.3512908469600548
675,DoRothEA::RFX5,2.219418547595682,3.215765483365257
676,DoRothEA::RFX7,3.730106517827936,0.39284535615723887
677,DoRothEA::RFX8,3.6464190110129753,0.560544029797212
678,DoRothEA::RHOXF1,4.4298525717784125,0.305252184240839
679,DoRothEA::RLF,4.5428882876718495,0.2819401135636688
680,DoRothEA::RORA,4.73474341176189,0.2733003757076487
681,DoRothEA::RORB,4.157536950229896,0.32336698127054253
682,DoRothEA::RORC,4.007921750423545,0.3350059740518575
683,DoRothEA::RREB1,4.262875623811096,0.3074469696755485
684,DoRothEA::RUNX1,1.866671982335623,1.0071449543512432
685,DoRothEA::RUNX2,3.3682980045796533,0.9291971764437829
686,DoRothEA::RUNX3,-0.059296228795738114,0.8642032600196466
687,DoRothEA::RXRA,4.218333660451423,0.6777722430868398
688,DoRothEA::RXRB,3.292250572456657,1.0741006258353336
689,DoRothEA::RXRG,4.325386455303202,0.30347823835607285
690,DoRothEA::SALL1,-3.2890802034079756,0.892690031844806
691,DoRothEA::SALL2,3.5317896754124463,0.5482745623716875
692,DoRothEA::SALL3,0.45964180569185475,1.4985741650725344
693,DoRothEA::SALL4,4.1631050274666395,0.3564027695720182
694,DoRothEA::SATB1,-3.8605155884351174,0.2954815547773657
695,DoRothEA::SATB2,3.784328075837439,0.3595919544561787
696,DoRothEA::SCRT1,-4.37932389084997,0.32142996031973
697,DoRothEA::SCRT2,4.422288479670573,0.32003828485288155
698,DoRothEA::SCX,4.681844491694835,0.3429475258298927
699,DoRothEA::SETBP1,3.3447988223748775,4.002970172254517
700,DoRothEA::SETDB1,3.541954556342871,0.3614002970513277
701,DoRothEA::SHOX,4.339652709628176,0.29985803086988005
702,DoRothEA::SHOX2,4.200938842661697,0.3379721774877168
703,DoRothEA::SIM1,2.0421099116781156,4.587398873396635
704,DoRothEA::SIM2,3.810058881256133,0.4811196195226524
705,DoRothEA::SIX1,4.361631974932424,0.3183516757214108
706,DoRothEA::SIX2,3.141193326790972,0.622384843910866
707,DoRothEA::SIX3,4.313555404307406,0.31880387923940934
708,DoRothEA::SIX4,3.8242566241413147,0.3895568668102502
709,DoRothEA::SIX5,4.298912034971898,0.4446512046453713
710,DoRothEA::SIX6,0.0,1.0
711,DoRothEA::SKI,3.7882188420019625,1.0192970033115931
712,DoRothEA::SMAD1,4.7572504237666156,0.6559425039786813
713,DoRothEA::SMAD3,3.8065491378101783,1.1475414944690745
714,DoRothEA::SMAD4,3.6341535819430817,1.0056670153845644
715,DoRothEA::SMAD5,5.5794852350789546,0.5421154092313684
716,DoRothEA::SMAD9,3.580725189650607,0.6513103804282542
717,DoRothEA::SNAI1,-3.759034067012477,1.101058693258684
718,DoRothEA::SNAI2,-4.295509322865554,0.4513251904135868
719,DoRothEA::SNAI3,-3.4510240770193903,0.6595299246429558
720,DoRothEA::SNAPC4,4.726310458432637,0.36502817779039176
721,DoRothEA::SOHLH1,5.198145240431796,0.7640300376517712
722,DoRothEA::SOX1,4.317185488701681,0.332299882920463
723,DoRothEA::SOX10,1.8875613346418056,2.0094041698176732
724,DoRothEA::SOX11,4.162445207719987,0.9412966417152359
725,DoRothEA::SOX12,3.872314478516435,0.41295114248858567
726,DoRothEA::SOX13,3.852177474145089,0.6214360693536912
727,DoRothEA::SOX15,4.040540544265693,0.35170614051043647
728,DoRothEA::SOX17,4.067253980537195,0.3360654978252256
729,DoRothEA::SOX18,3.805365971077823,0.7458266373376753
730,DoRothEA::SOX2,1.0078017664376842,2.054136179163495
731,DoRothEA::SOX21,4.322283067500621,0.31571592016352995
732,DoRothEA::SOX3,4.3145003483044935,0.31078577592943474
733,DoRothEA::SOX30,1.9304440628066732,0.7331608091959791
734,DoRothEA::SOX4,4.277402301192594,0.35425946566068217
735,DoRothEA::SOX5,3.9153265456329733,0.4138672133959651
736,DoRothEA::SOX6,3.873844455348381,0.5628187628335785
737,DoRothEA::SOX7,4.003007597907793,0.6947483272525226
738,DoRothEA::SOX8,3.9971096703614926,0.4089889670213373
739,DoRothEA::SOX9,5.120794896957802,2.135642352831696
740,DoRothEA::SP1,4.5089358244313456,0.46543583426435126
741,DoRothEA::SP100,4.146121959367757,0.414260835286368
742,DoRothEA::SP110,3.7066871899659892,0.5039147216352889
743,DoRothEA::SP140,3.5467948188955303,0.7516754317700205
744,DoRothEA::SP140L,3.919349213577268,0.4541264107195195
745,DoRothEA::SP2,4.382442100098136,0.39249400973521026
746,DoRothEA::SP3,3.771093996671929,0.8137245748433075
747,DoRothEA::SP4,4.575497145151218,0.3615613736266633
748,DoRothEA::SP5,3.4638529058990297,0.6039520272854438
749,DoRothEA::SP6,3.6834607169658833,0.6593180821494689
750,DoRothEA::SP8,4.305866543963449,0.2863828770952519
751,DoRothEA::SPDEF,2.2473666993784756,1.5541938755337767
752,DoRothEA::SPI1,3.1021811390040837,0.7533080429378789
753,DoRothEA::SPIB,3.3824447497546615,0.5234113163130546
754,DoRothEA::SPIC,4.418113163329573,0.28870504843096
755,DoRothEA::SPZ1,4.422560388157993,0.2755457840571956
756,DoRothEA::SREBF1,4.467293011724601,0.49356650421131315
757,DoRothEA::SREBF2,4.914654295655277,0.581103510319053
758,DoRothEA::SRF,5.220282957147529,1.8139777614456365
759,DoRothEA::SRY,4.4098877488182975,0.29384026215602654
760,DoRothEA::ST18,-3.909553861251604,0.6134203980492516
761,DoRothEA::STAT1,3.2534540226916655,0.40509062206582275
762,DoRothEA::STAT2,3.883708924376245,1.088122132113083
763,DoRothEA::STAT3,4.354934810037853,0.5539336652648423
764,DoRothEA::STAT4,3.5467379784102064,1.04865441377471
765,DoRothEA::STAT5A,4.562301820957365,0.6514451899031302
766,DoRothEA::STAT5B,4.35201831861302,0.8121722838530538
767,DoRothEA::STAT6,6.1316020608439645,0.86464972792323
768,DoRothEA::TAL1,3.004590953697921,0.5286307067599771
769,DoRothEA::TBP,4.720203631010794,0.414065420859225
770,DoRothEA::TBPL1,4.830997142992814,0.2779742802058793
771,DoRothEA::TBR1,4.269932563347676,0.3030930681870668
772,DoRothEA::TBX1,4.230401583880078,0.33695455442353267
773,DoRothEA::TBX15,4.090959236625331,0.34497763178031543
774,DoRothEA::TBX18,-3.239872242212772,1.1153681569186735
775,DoRothEA::TBX19,4.560436300455284,0.2776456157949854
776,DoRothEA::TBX2,4.013312241670986,0.4472734778688027
777,DoRothEA::TBX20,4.202420904979306,0.30302798476871307
778,DoRothEA::TBX21,3.12521944171846,0.5726683947614369
779,DoRothEA::TBX3,-4.167715080143932,0.38655640791968954
780,DoRothEA::TBX4,4.3143988128006905,0.31869605926027683
781,DoRothEA::TBX5,4.323203931133703,0.3186283920048525
782,DoRothEA::TBX6,3.987680063639337,0.35749549583783036
783,DoRothEA::TCF12,3.6701784280488896,0.5716945660324046
784,DoRothEA::TCF15,3.504202342983317,0.8785651235661396
785,DoRothEA::TCF21,4.009636485096421,0.522229740060026
786,DoRothEA::TCF23,-3.2523061825318944,1.0365706457647
787,DoRothEA::TCF3,3.4000948642459927,0.5404765900447928
788,DoRothEA::TCF4,4.033715126875088,0.7520013938898933
789,DoRothEA::TCF7,4.21074407682602,0.5339152478319865
790,DoRothEA::TCF7L1,4.122940962161274,0.4611261007765588
791,DoRothEA::TCF7L2,3.339692508995747,0.7525668968588703
792,DoRothEA::TCFL5,4.386705822701996,0.33941943628649873
793,DoRothEA::TEAD1,4.120090564979672,0.9235061784646583
794,DoRothEA::TEAD2,4.450674458024801,0.6197062986425002
795,DoRothEA::TEAD3,4.230724608353689,0.43468534691093313
796,DoRothEA::TEAD4,4.084542985599197,0.6784142332215917
797,DoRothEA::TEF,4.34414194219602,0.31009618108056536
798,DoRothEA::TERF1,3.8221251771889655,0.3503549474432762
799,DoRothEA::TERF2,3.8919698281667916,0.3411465784813408
800,DoRothEA::TET1,3.136024259077527,0.43548158676808446
801,DoRothEA::TFAP2A,4.526528603590602,0.8374650700234222
802,DoRothEA::TFAP2B,4.420840343631431,0.32472662927431645
803,DoRothEA::TFAP2C,1.6340333660451423,1.2461565557165593
804,DoRothEA::TFAP2E,4.04160225326637,0.4207399635984666
805,DoRothEA::TFAP4,3.9460474975466147,0.6060163007076416
806,DoRothEA::TFCP2,4.3583905789990185,1.2960843632620536
807,DoRothEA::TFCP2L1,-3.814163996646498,0.5486236975529539
808,DoRothEA::TFDP1,6.1406334195735575,0.670221838855274
809,DoRothEA::TFDP2,4.195977151257581,0.330493154960448
810,DoRothEA::TFE3,4.833792120972245,0.353406319807134
811,DoRothEA::TFEB,4.486386512241229,0.3067067176319432
812,DoRothEA::TFEC,4.111316574488689,0.3540326353738741
813,DoRothEA::TGIF1,4.4086362038608415,0.3125732228456677
814,DoRothEA::TGIF2,-5.1879899555504245,0.3246008130434235
815,DoRothEA::THAP1,4.940860624871625,0.4246815232020115
816,DoRothEA::THAP10,4.386170787818337,0.29762349289769496
817,DoRothEA::THAP11,-4.737986713972975,0.2955987552222057
818,DoRothEA::THAP2,4.242997121849047,0.2896527524591315
819,DoRothEA::THAP3,4.692570157615632,0.2760352345656506
820,DoRothEA::THAP4,5.986877580683985,0.2399969076495695
821,DoRothEA::THAP5,4.135510909600703,0.3411300153597087
822,DoRothEA::THAP6,3.619243335463957,0.3659050440221113
823,DoRothEA::THAP7,5.255098867456292,0.2530863798320435
824,DoRothEA::THAP8,4.49493738638009,0.29469413123859806
825,DoRothEA::THAP9,3.5158756566414597,0.3676262780794186
826,DoRothEA::THRA,4.4135453184589135,0.3340221412147062
827,DoRothEA::THRB,4.191502644558582,0.3459827231227786
828,DoRothEA::TLX1,3.618932777232581,1.2666751334361919
829,DoRothEA::TP53,2.093237676689484,0.3081645179302842
830,DoRothEA::TP63,2.375846690655327,0.7587325042944274
831,DoRothEA::TP73,3.415729078542181,0.514315150520008
832,DoRothEA::TRERF1,3.5010727323706714,0.3745319584791598
833,DoRothEA::TRPS1,-3.565197374877331,0.5978477846484777
834,DoRothEA::TSC22D1,-3.9224042473577563,0.40472393660987754
835,DoRothEA::TSHZ1,3.9575433950703824,0.5066317388737054
836,DoRothEA::TSHZ2,3.2370481560411357,0.8039294429737763
837,DoRothEA::TSHZ3,3.6653077246600305,0.8996695290046618
838,DoRothEA::TWIST1,3.2085831697742884,0.8528607295207392
839,DoRothEA::TWIST2,0.17140137389597646,0.5904016686639812
840,DoRothEA::UBP1,4.532588245502329,0.3418986404589303
841,DoRothEA::UNCX,4.1971882348584435,0.32978251693792665
842,DoRothEA::USF1,5.839159175662415,0.4538477292183915
843,DoRothEA::USF2,5.225650291519944,0.5407550173073071
844,DoRothEA::VAX1,4.18072668216922,0.3021147029376068
845,DoRothEA::VAX2,4.18072668216922,0.3021147029376068
846,DoRothEA::VDR,3.617685094319049,0.9065169709972141
847,DoRothEA::VENTX,3.94059737437664,0.3490508497220665
848,DoRothEA::VEZF1,4.253521717314527,0.37418704588205987
849,DoRothEA::VSX1,4.435240720429487,0.35386322335325693
850,DoRothEA::VSX2,4.484604038421506,0.3524096467069135
851,DoRothEA::WIZ,5.079373813707227,0.3111941923336777
852,DoRothEA::WT1,0.7681779522407589,0.8389596786777391
853,DoRothEA::XBP1,4.5925166285028896,0.8026663187634571
854,DoRothEA::YBX1,-2.7975639323442825,0.32248283997305693
855,DoRothEA::YBX2,4.051460971696497,0.44485403691528885
856,DoRothEA::YBX3,-4.865701557414769,0.317778790009299
857,DoRothEA::YY1,0.4730814524043179,0.15913607963590348
